"LVL_REFNIS","CD_REFNIS","CD_SUP_REFNIS","TX_REFNIS_DE","TX_REFNIS_FR","TX_REFNIS_NL","DT_VLDT_START","DT_VLDT_END"
"4","81004","81000","Aubange","Aubange","Aubange","01/01/1970","31/12/9999"
"4","81005","81000","Autelbas","Autelbas","Autelbas","01/01/1970","31/12/1976"
"4","81006","81000","Bonnert","Bonnert","Bonnert","01/01/1970","31/12/1976"
"4","81007","81000","Guirsch","Guirsch","Guirsch","01/01/1970","31/12/1976"
"4","81008","81000","Habergy","Habergy","Habergy","01/01/1970","31/12/1976"
"4","81009","81000","Hachy","Hachy","Hachy","01/01/1970","31/12/1976"
"4","81010","81000","Halanzy","Halanzy","Halanzy","01/01/1970","31/12/1976"
"4","81011","81000","Heinsch","Heinsch","Heinsch","01/01/1970","31/12/1976"
"4","81012","81000","Hondelange","Hondelange","Hondelange","01/01/1970","31/12/1976"
"4","81013","81000","Martelange","Martelange","Martelange","01/01/1970","31/12/9999"
"4","81014","81000","Meix-le-Tige","Meix-le-Tige","Meix-le-Tige","01/01/1970","31/12/1976"
"4","81015","81000","Messancy","Messancy","Messancy","01/01/1970","31/12/9999"
"4","81016","81000","Nobressart","Nobressart","Nobressart","01/01/1970","31/12/1976"
"4","81017","81000","Nothomb","Nothomb","Nothomb","01/01/1970","31/12/1976"
"4","81018","81000","Rachecourt","Rachecourt","Rachecourt","01/01/1970","31/12/1976"
"4","81019","81000","Selange","Selange","Selange","01/01/1970","31/12/1976"
"4","81020","81000","Thiaumont","Thiaumont","Thiaumont","01/01/1970","31/12/1976"
"4","81021","81000","Toernich","Toernich","Toernich","01/01/1970","31/12/1976"
"4","81022","81000","Tontelange","Tontelange","Tontelange","01/01/1970","31/12/1976"
"4","81023","81000","Wolkrange","Wolkrange","Wolkrange","01/01/1970","31/12/1976"
"4","82001","82000","Amberloup","Amberloup","Amberloup","01/01/1970","31/12/1976"
"4","82002","82000","Arbrefontaine","Arbrefontaine","Arbrefontaine","01/01/1970","31/12/1976"
"4","82003","82000","Bastnach","Bastogne","Bastenaken","01/01/1970","31/12/9999"
"4","82004","82000","Beho","Beho","Beho","01/01/1970","31/12/1976"
"4","82005","82000","Bertogne","Bertogne","Bertogne","01/01/1970","31/12/9999"
"4","82006","82000","Bihain","Bihain","Bihain","01/01/1970","31/12/1976"
"4","82007","82000","Bovigny","Bovigny","Bovigny","01/01/1970","31/12/1976"
"4","82008","82000","Cherain","Cherain","Cherain","01/01/1970","31/12/1976"
"4","82009","82000","Fauvillers","Fauvillers","Fauvillers","01/01/1970","31/12/9999"
"4","82010","82000","Flamierge","Flamierge","Flamierge","01/01/1970","31/12/1976"
"4","82011","82000","Grand-Halleux","Grand-Halleux","Grand-Halleux","01/01/1970","31/12/1976"
"4","82012","82000","Hollange","Hollange","Hollange","01/01/1970","31/12/1976"
"4","82013","82000","Hompré","Hompré","Hompré","01/01/1970","31/12/1976"
"4","82014","82000","Houffalize","Houffalize","Houffalize","01/01/1970","31/12/9999"
"4","82015","82000","Limerle","Limerle","Limerle","01/01/1970","31/12/1976"
"4","82016","82000","Longchamps (Bastogne)","Longchamps (Bastogne)","Longchamps (Bastenaken)","01/01/1970","31/12/1976"
"4","82017","82000","Longvilly","Longvilly","Longvilly","01/01/1970","31/12/1976"
"4","82018","82000","Mabompré","Mabompré","Mabompré","01/01/1970","31/12/1976"
"4","82019","82000","Mont","Mont","Mont","01/01/1970","31/12/1976"
"4","82020","82000","Montleban","Montleban","Montleban","01/01/1970","31/12/1976"
"4","82021","82000","Morhet","Morhet","Morhet","01/01/1970","31/12/1970"
"4","82022","82000","Nadrin","Nadrin","Nadrin","01/01/1970","31/12/1976"
"4","82023","82000","Nives","Nives","Nives","01/01/1970","31/12/1970"
"4","82024","82000","Noville","Noville","Noville","01/01/1970","31/12/1976"
"4","82025","82000","Petit-Thier","Petit-Thier","Petit-Thier","01/01/1970","31/12/1976"
"4","82026","82000","Sibret","Sibret","Sibret","01/01/1970","31/12/1976"
"4","82027","82000","Tailles","Tailles","Tailles","01/01/1970","31/12/1976"
"4","82028","82000","Tavigny","Tavigny","Tavigny","01/01/1970","31/12/1976"
"4","82029","82000","Tillet","Tillet","Tillet","01/01/1970","31/12/1976"
"4","82030","82000","Tintange","Tintange","Tintange","01/01/1970","31/12/1976"
"4","82031","82000","Vaux-lez-Rosières","Vaux-lez-Rosières","Vaux-lez-Rosières","01/01/1970","31/12/1970"
"4","82032","82000","Vielsalm","Vielsalm","Vielsalm","01/01/1970","31/12/9999"
"4","82033","82000","Villers-la-Bonne-Eau","Villers-la-Bonne-Eau","Villers-la-Bonne-Eau","01/01/1970","31/12/1976"
"4","82034","82000","Wardin","Wardin","Wardin","01/01/1970","31/12/1976"
"4","82035","82000","Wibrin","Wibrin","Wibrin","01/01/1970","31/12/1976"
"4","82036","82000","Vaux-sur-Sûre","Vaux-sur-Sûre","Vaux-sur-Sûre","01/01/1970","31/12/9999"
"4","82037","82000","Gouvy","Gouvy","Gouvy","01/01/1977","31/12/9999"
"4","82038","82000","Sainte-Ode","Sainte-Ode","Sainte-Ode","01/01/1977","31/12/9999"
"4","83001","83000","Amonines","Amonines","Amonines","01/01/1970","31/12/1976"
"4","83002","83000","Aye","Aye","Aye","01/01/1970","31/12/1976"
"4","83003","83000","Bande","Bande","Bande","01/01/1970","31/12/1976"
"4","83004","83000","Barvaux","Barvaux","Barvaux","01/01/1970","31/12/1976"
"4","83005","83000","Beausaint","Beausaint","Beausaint","01/01/1970","31/12/1976"
"4","83006","83000","Beffe","Beffe","Beffe","01/01/1970","31/12/1976"
"4","83007","83000","Bende","Bende","Bende","01/01/1970","31/12/1976"
"4","83008","83000","Bomal (Marche-en-Famenne)","Bomal (Marche-en-Famenne)","Bomal (Marche-en-Famenne)","01/01/1970","31/12/1976"
"4","83009","83000","Borlon","Borlon","Borlon","01/01/1970","31/12/1976"
"4","83010","83000","Champlon","Champlon","Champlon","01/01/1970","31/12/1976"
"4","83011","83000","Dochamps","Dochamps","Dochamps","01/01/1970","31/12/1976"
"4","83012","83000","Durbuy","Durbuy","Durbuy","01/01/1970","31/12/9999"
"4","83013","83000","Erezée","Erezée","Erezée","01/01/1970","31/12/9999"
"4","83014","83000","Erneuville","Erneuville","Erneuville","01/01/1970","31/12/1976"
"4","83015","83000","Forrières","Forrières","Forrières","01/01/1970","31/12/1976"
"4","83016","83000","Grandhan","Grandhan","Grandhan","01/01/1970","31/12/1976"
"4","83017","83000","Grandmenil","Grandmenil","Grandmenil","01/01/1970","31/12/1976"
"4","83018","83000","Grune","Grune","Grune","01/01/1970","31/12/1976"
"4","83019","83000","Grupont","Grupont","Grupont","01/01/1970","31/12/1976"
"4","83020","83000","Halleux","Halleux","Halleux","01/01/1970","31/12/1976"
"4","83021","83000","Hampteau","Hampteau","Hampteau","01/01/1970","31/12/1976"
"4","83022","83000","Hargimont","Hargimont","Hargimont","01/01/1970","31/12/1976"
"4","83023","83000","Harre","Harre","Harre","01/01/1970","31/12/1976"
"4","83024","83000","Harsin","Harsin","Harsin","01/01/1970","31/12/1976"
"4","83025","83000","Heyd","Heyd","Heyd","01/01/1970","31/12/1976"
"4","83026","83000","Hives","Hives","Hives","01/01/1970","31/12/1976"
"4","83027","83000","Hodister","Hodister","Hodister","01/01/1970","31/12/1976"
"4","83028","83000","Hotton","Hotton","Hotton","01/01/1970","31/12/9999"
"4","83029","83000","Humain","Humain","Humain","01/01/1970","31/12/1976"
"4","83030","83000","Izier","Izier","Izier","01/01/1970","31/12/1976"
"4","83031","83000","La Roche-en-Ardenne","La Roche-en-Ardenne","La Roche-en-Ardenne","01/01/1970","31/12/9999"
"4","83032","83000","Lesterny","Lesterny","Lesterny","01/01/1970","31/12/1976"
"4","83033","83000","Malempré","Malempré","Malempré","01/01/1970","31/12/1976"
"4","83034","83000","Marche-en-Famenne","Marche-en-Famenne","Marche-en-Famenne","01/01/1970","31/12/9999"
"4","83035","83000","Marcourt","Marcourt","Marcourt","01/01/1970","31/12/1976"
"4","83036","83000","Marenne","Marenne","Marenne","01/01/1970","31/12/1976"
"4","83037","83000","Masbourg","Masbourg","Masbourg","01/01/1970","31/12/1976"
"4","83038","83000","Mormont","Mormont","Mormont","01/01/1970","31/12/1976"
"4","83039","83000","My","My","My","01/01/1970","31/12/1976"
"4","83040","83000","Nassogne","Nassogne","Nassogne","01/01/1970","31/12/9999"
"4","83041","83000","Odeigne","Odeigne","Odeigne","01/01/1970","31/12/1976"
"4","83042","83000","On","On","On","01/01/1970","31/12/1976"
"4","83043","83000","Ortho","Ortho","Ortho","01/01/1970","31/12/1976"
"4","83044","83000","Rendeux","Rendeux","Rendeux","01/01/1970","31/12/9999"
"4","83045","83000","Roy","Roy","Roy","01/01/1970","31/12/1976"
"4","83046","83000","Samrée","Samrée","Samrée","01/01/1970","31/12/1976"
"4","83047","83000","Septon","Septon","Septon","01/01/1970","31/12/1976"
"4","83048","83000","Soy","Soy","Soy","01/01/1970","31/12/1976"
"4","83049","83000","Tenneville","Tenneville","Tenneville","01/01/1970","31/12/9999"
"4","83050","83000","Tohogne","Tohogne","Tohogne","01/01/1970","31/12/1976"
"4","83051","83000","Vaux-Chavanne","Vaux-Chavanne","Vaux-Chavanne","01/01/1970","31/12/1976"
"4","83052","83000","Villers-Sainte-Gertrude","Villers-Sainte-Gertrude","Villers-Sainte-Gertrude","01/01/1970","31/12/1976"
"4","83053","83000","Waha","Waha","Waha","01/01/1970","31/12/1976"
"4","83054","83000","Weris","Weris","Weris","01/01/1970","31/12/1976"
"4","83055","83000","Manhay","Manhay","Manhay","01/01/1977","31/12/9999"
"4","84001","84000","Anlier","Anlier","Anlier","01/01/1970","31/12/1976"
"4","84002","84000","Anloy","Anloy","Anloy","01/01/1970","31/12/1976"
"4","84003","84000","Arville","Arville","Arville","01/01/1970","31/12/1976"
"4","84004","84000","Assenois","Assenois","Assenois","01/01/1970","31/12/1976"
"4","84005","84000","Auby-sur-Semois","Auby-sur-Semois","Auby-sur-Semois","01/01/1970","31/12/1976"
"4","84006","84000","Awenne","Awenne","Awenne","01/01/1970","31/12/1976"
"4","84008","84000","Bellevaux","Bellevaux","Bellevaux","01/01/1970","31/12/1976"
"4","84009","84000","Bertrix","Bertrix","Bertrix","01/01/1970","31/12/9999"
"4","84010","84000","Bouillon","Bouillon","Bouillon","01/01/1970","31/12/9999"
"4","84011","84000","Bras","Bras","Bras","01/01/1970","31/12/1976"
"4","84012","84000","Carlsbourg","Carlsbourg","Carlsbourg","01/01/1970","31/12/1976"
"4","84013","84000","Chanly","Chanly","Chanly","01/01/1970","31/12/1976"
"4","84014","84000","Corbion","Corbion","Corbion","01/01/1970","31/12/1976"
"4","84015","84000","Cugnon","Cugnon","Cugnon","01/01/1970","31/12/1976"
"4","84016","84000","Daverdisse","Daverdisse","Daverdisse","01/01/1970","31/12/9999"
"4","84017","84000","Dohan","Dohan","Dohan","01/01/1970","31/12/1976"
"4","84018","84000","Ebly","Ebly","Ebly","01/01/1970","31/12/1976"
"4","84019","84000","Fays-les-Veneurs","Fays-les-Veneurs","Fays-les-Veneurs","01/01/1970","31/12/1976"
"4","84020","84000","Framont","Framont","Framont","01/01/1970","31/12/1976"
"4","84021","84000","Freux","Freux","Freux","01/01/1970","31/12/1976"
"4","84022","84000","Gembes","Gembes","Gembes","01/01/1970","31/12/1976"
"4","84023","84000","Grandvoir","Grandvoir","Grandvoir","01/01/1970","31/12/1976"
"4","84024","84000","Grapfontaine","Grapfontaine","Grapfontaine","01/01/1970","31/12/1976"
"4","84025","84000","Halma","Halma","Halma","01/01/1970","31/12/1976"
"4","84026","84000","Hamipré","Hamipré","Hamipré","01/01/1970","31/12/1976"
"4","84027","84000","Hatrival","Hatrival","Hatrival","01/01/1970","31/12/1976"
"4","84028","84000","Haut-Fays","Haut-Fays","Haut-Fays","01/01/1970","31/12/1976"
"4","84029","84000","Herbeumont","Herbeumont","Herbeumont","01/01/1970","31/12/9999"
"4","84030","84000","Jehonville","Jehonville","Jehonville","01/01/1970","31/12/1976"
"4","84031","84000","Juseret","Juseret","Juseret","01/01/1970","31/12/1976"
"4","84032","84000","Lavacherie","Lavacherie","Lavacherie","01/01/1970","31/12/1976"
"4","84033","84000","Léglise","Léglise","Léglise","01/01/1970","31/12/9999"
"4","84034","84000","Les Hayons","Les Hayons","Les Hayons","01/01/1970","31/12/1976"
"4","84035","84000","Libin","Libin","Libin","01/01/1970","31/12/9999"
"4","84036","84000","Libramont","Libramont","Libramont","01/01/1970","31/12/1976"
"4","84037","84000","Lomprez","Lomprez","Lomprez","01/01/1970","31/12/1976"
"4","84038","84000","Longlier","Longlier","Longlier","01/01/1970","31/12/1976"
"4","84039","84000","Maissin","Maissin","Maissin","01/01/1970","31/12/1976"
"4","84040","84000","Mellier","Mellier","Mellier","01/01/1970","31/12/1976"
"4","84041","84000","Mirwart","Mirwart","Mirwart","01/01/1970","31/12/1976"
"4","84042","84000","Moircy","Moircy","Moircy","01/01/1970","31/12/1976"
"4","84043","84000","Neufchâteau (Neufchâteau)","Neufchâteau (Neufchâteau)","Neufchâteau (Neufchâteau)","01/01/1970","31/12/9999"
"4","84044","84000","Noirefontaine","Noirefontaine","Noirefontaine","01/01/1970","31/12/1976"
"4","84045","84000","Nollevaux","Nollevaux","Nollevaux","01/01/1970","31/12/1976"
"4","84046","84000","Ochamps","Ochamps","Ochamps","01/01/1970","31/12/1976"
"4","84047","84000","Offagne","Offagne","Offagne","01/01/1970","31/12/1976"
"4","84048","84000","Opont","Opont","Opont","01/01/1970","31/12/1976"
"4","84049","84000","Orgeo","Orgeo","Orgeo","01/01/1970","31/12/1976"
"4","84050","84000","Paliseul","Paliseul","Paliseul","01/01/1970","31/12/9999"
"4","84051","84000","Porcheresse (Neufchâteau)","Porcheresse (Neufchâteau)","Porcheresse (Neufchâteau)","01/01/1970","31/12/1976"
"4","84052","84000","Poupehan","Poupehan","Poupehan","01/01/1970","31/12/1976"
"4","84054","84000","Recogne","Recogne","Recogne","01/01/1970","31/12/1976"
"4","84055","84000","Redu","Redu","Redu","01/01/1970","31/12/1976"
"4","84056","84000","Remagne","Remagne","Remagne","01/01/1970","31/12/1976"
"4","84057","84000","Rochehaut","Rochehaut","Rochehaut","01/01/1970","31/12/1976"
"4","84058","84000","Sainte-Marie-Chevigny","Sainte-Marie-Chevigny","Sainte-Marie-Chevigny","01/01/1970","31/12/1976"
"4","84059","84000","Saint-Hubert","Saint-Hubert","Saint-Hubert","01/01/1970","31/12/9999"
"4","84060","84000","Saint-Medard","Saint-Medard","Saint-Medard","01/01/1970","31/12/1976"
"4","84061","84000","Saint-Pierre","Saint-Pierre","Saint-Pierre","01/01/1970","31/12/1976"
"4","84062","84000","Sensenruth","Sensenruth","Sensenruth","01/01/1970","31/12/1976"
"4","84063","84000","Smuid","Smuid","Smuid","01/01/1970","31/12/1976"
"4","84064","84000","Sohier","Sohier","Sohier","01/01/1970","31/12/1976"
"4","84065","84000","Straimont","Straimont","Straimont","01/01/1970","31/12/1976"
"4","84066","84000","Sugny","Sugny","Sugny","01/01/1970","31/12/1976"
"4","84067","84000","Suxy","Suxy","Suxy","01/01/1970","31/12/1976"
"4","84068","84000","Tellin","Tellin","Tellin","01/01/1970","31/12/9999"
"4","84069","84000","Tournay","Tournay","Tournay","01/01/1970","31/12/1976"
"4","84070","84000","Transinne","Transinne","Transinne","01/01/1970","31/12/1976"
"4","84071","84000","Ucimont","Ucimont","Ucimont","01/01/1970","31/12/1976"
"4","84072","84000","Vesqueville","Vesqueville","Vesqueville","01/01/1970","31/12/1976"
"4","84073","84000","Villance","Villance","Villance","01/01/1970","31/12/1976"
"4","84074","84000","Vivy","Vivy","Vivy","01/01/1970","31/12/1976"
"4","84075","84000","Wellin","Wellin","Wellin","01/01/1970","31/12/9999"
"4","84076","84000","Witry","Witry","Witry","01/01/1970","31/12/1976"
"4","84077","84000","Libramont-Chevigny","Libramont-Chevigny","Libramont-Chevigny","01/01/1977","31/12/9999"
"4","85001","85000","Bellefontaine","Bellefontaine","Bellefontaine","01/01/1970","31/12/1976"
"4","85002","85000","Bleid","Bleid","Bleid","01/01/1970","31/12/1976"
"4","85003","85000","Buzenol","Buzenol","Buzenol","01/01/1970","31/12/1976"
"4","85004","85000","Chantemelle","Chantemelle","Chantemelle","01/01/1970","31/12/1976"
"4","85005","85000","Chassepierre","Chassepierre","Chassepierre","01/01/1970","31/12/1976"
"4","85006","85000","Châtillon","Châtillon","Châtillon","01/01/1970","31/12/1976"
"4","85007","85000","Chiny","Chiny","Chiny","01/01/1970","31/12/9999"
"4","85008","85000","Dampicourt","Dampicourt","Dampicourt","01/01/1970","31/12/1976"
"4","85009","85000","Etalle","Etalle","Etalle","01/01/1970","31/12/9999"
"4","85010","85000","Ethe","Ethe","Ethe","01/01/1970","31/12/1976"
"4","85011","85000","Florenville","Florenville","Florenville","01/01/1970","31/12/9999"
"4","85012","85000","Fontenoille","Fontenoille","Fontenoille","01/01/1970","31/12/1976"
"4","85013","85000","Gérouville","Gérouville","Gérouville","01/01/1970","31/12/1976"
"4","85014","85000","Habay-la-Neuve","Habay-la-Neuve","Habay-la-Neuve","01/01/1970","31/12/1976"
"4","85015","85000","Habay-la-Vieille","Habay-la-Vieille","Habay-la-Vieille","01/01/1970","31/12/1976"
"4","85016","85000","Harnoncourt","Harnoncourt","Harnoncourt","01/01/1970","31/12/1976"
"4","85017","85000","Houdemont","Houdemont","Houdemont","01/01/1970","31/12/1976"
"4","85018","85000","Izel","Izel","Izel","01/01/1970","31/12/1976"
"4","85019","85000","Jamoigne","Jamoigne","Jamoigne","01/01/1970","31/12/1976"
"4","85020","85000","Lacuisine","Lacuisine","Lacuisine","01/01/1970","31/12/1976"
"4","85021","85000","Lamorteau","Lamorteau","Lamorteau","01/01/1970","31/12/1976"
"4","85022","85000","Latour","Latour","Latour","01/01/1970","31/12/1976"
"4","85023","85000","Les Bulles","Les Bulles","Les Bulles","01/01/1970","31/12/1976"
"4","85024","85000","Meix-devant-Virton","Meix-devant-Virton","Meix-devant-Virton","01/01/1970","31/12/9999"
"4","85025","85000","Muno","Muno","Muno","01/01/1970","31/12/1976"
"4","85026","85000","Musson","Musson","Musson","01/01/1970","31/12/9999"
"4","85027","85000","Mussy-la-Ville","Mussy-la-Ville","Mussy-la-Ville","01/01/1970","31/12/1976"
"4","85028","85000","Robelmont","Robelmont","Robelmont","01/01/1970","31/12/1976"
"4","85029","85000","Rossignol","Rossignol","Rossignol","01/01/1970","31/12/1976"
"4","85030","85000","Ruette","Ruette","Ruette","01/01/1970","31/12/1976"
"4","85031","85000","Rulles","Rulles","Rulles","01/01/1970","31/12/1976"
"4","85032","85000","Sainte-Cécile","Sainte-Cécile","Sainte-Cécile","01/01/1970","31/12/1976"
"4","85033","85000","Sainte-Marie","Sainte-Marie","Sainte-Marie","01/01/1970","31/12/1976"
"4","85034","85000","Saint-Léger (Virton)","Saint-Léger (Virton)","Saint-Léger (Virton)","01/01/1970","31/12/9999"
"4","85035","85000","Saint-Mard","Saint-Mard","Saint-Mard","01/01/1970","31/12/1976"
"4","85036","85000","Saint-Vincent","Saint-Vincent","Saint-Vincent","01/01/1970","31/12/1976"
"4","85037","85000","Sommethonne","Sommethonne","Sommethonne","01/01/1970","31/12/1976"
"4","85038","85000","Termes","Termes","Termes","01/01/1970","31/12/1976"
"4","85039","85000","Tintigny","Tintigny","Tintigny","01/01/1970","31/12/9999"
"4","85040","85000","Torgny","Torgny","Torgny","01/01/1970","31/12/1976"
"4","85041","85000","Vance","Vance","Vance","01/01/1970","31/12/1976"
"4","85042","85000","Villers-devant-Orval","Villers-devant-Orval","Villers-devant-Orval","01/01/1970","31/12/1976"
"4","85043","85000","Villers-la-Loue","Villers-la-Loue","Villers-la-Loue","01/01/1970","31/12/1976"
"4","85044","85000","Villers-sur-Semois","Villers-sur-Semois","Villers-sur-Semois","01/01/1970","31/12/1976"
"4","85045","85000","Virton","Virton","Virton","01/01/1970","31/12/9999"
"4","85046","85000","Habay","Habay","Habay","01/01/1977","31/12/9999"
"4","85047","85000","Rouvroy","Rouvroy","Rouvroy","01/01/1977","31/12/9999"
"4","91001","91000","Achêne","Achêne","Achêne","01/01/1970","31/12/1976"
"4","91002","91000","Achet","Achet","Achet","01/01/1970","31/12/1976"
"4","91003","91000","Alle","Alle","Alle","01/01/1970","31/12/1976"
"4","91004","91000","Ambly","Ambly","Ambly","01/01/1970","31/12/1976"
"4","91005","91000","Anhée","Anhée","Anhée","01/01/1970","31/12/9999"
"4","91006","91000","Annevoie-Rouillon","Annevoie-Rouillon","Annevoie-Rouillon","01/01/1970","31/12/1976"
"4","91008","91000","Ave-et-Auffe","Ave-et-Auffe","Ave-et-Auffe","01/01/1970","31/12/1976"
"4","91010","91000","Baillonville","Baillonville","Baillonville","01/01/1970","31/12/1976"
"4","91011","91000","Baronville","Baronville","Baronville","01/01/1970","31/12/1976"
"4","91012","91000","Barvaux-Condroz","Barvaux-Condroz","Barvaux-Condroz","01/01/1970","31/12/1976"
"4","91013","91000","Beauraing","Beauraing","Beauraing","01/01/1970","31/12/9999"
"4","91015","91000","Bièvre","Bièvre","Bièvre","01/01/1970","31/12/9999"
"4","91016","91000","Bioul","Bioul","Bioul","01/01/1970","31/12/1976"
"4","91017","91000","Blaimont","Blaimont","Blaimont","01/01/1970","31/12/1976"
"4","91018","91000","Bohan","Bohan","Bohan","01/01/1970","31/12/1976"
"4","91019","91000","Bonsin","Bonsin","Bonsin","01/01/1970","31/12/1976"
"4","91020","91000","Bourseigne-Neuve","Bourseigne-Neuve","Bourseigne-Neuve","01/01/1970","31/12/1976"
"4","91021","91000","Bourseigne-Vieille","Bourseigne-Vieille","Bourseigne-Vieille","01/01/1970","31/12/1976"
"4","91023","91000","Braibant","Braibant","Braibant","01/01/1970","31/12/1976"
"4","91024","91000","Buissonville","Buissonville","Buissonville","01/01/1970","31/12/1976"
"4","91025","91000","Bure","Bure","Bure","01/01/1970","31/12/1976"
"4","91026","91000","Celles (Dinant)","Celles (Dinant)","Celles (Dinant)","01/01/1970","31/12/1976"
"4","91028","91000","Chevetogne","Chevetogne","Chevetogne","01/01/1970","31/12/1976"
"4","91029","91000","Ciergnon","Ciergnon","Ciergnon","01/01/1970","31/12/1976"
"4","91030","91000","Ciney","Ciney","Ciney","01/01/1970","31/12/9999"
"4","91031","91000","Conneux","Conneux","Conneux","01/01/1970","31/12/1976"
"4","91033","91000","Custinne","Custinne","Custinne","01/01/1970","31/12/1976"
"4","91034","91000","Dinant","Dinant","Dinant","01/01/1970","31/12/9999"
"4","91035","91000","Dion","Dion","Dion","01/01/1970","31/12/1976"
"4","91036","91000","Dorinne","Dorinne","Dorinne","01/01/1970","31/12/1976"
"4","91038","91000","Durnal","Durnal","Durnal","01/01/1970","31/12/1976"
"4","91039","91000","Emptinne","Emptinne","Emptinne","01/01/1970","31/12/1976"
"4","91040","91000","Eprave","Eprave","Eprave","01/01/1970","31/12/1976"
"4","91042","91000","Falaen","Falaen","Falaen","01/01/1970","31/12/1976"
"4","91043","91000","Falmagne","Falmagne","Falmagne","01/01/1970","31/12/1976"
"4","91044","91000","Falmignoul","Falmignoul","Falmignoul","01/01/1970","31/12/1976"
"4","91045","91000","Felenne","Felenne","Felenne","01/01/1970","31/12/1976"
"4","91046","91000","Feschaux","Feschaux","Feschaux","01/01/1970","31/12/1976"
"4","91047","91000","Finnevaux","Finnevaux","Finnevaux","01/01/1970","31/12/1976"
"4","91048","91000","Flostoy","Flostoy","Flostoy","01/01/1970","31/12/1976"
"4","91049","91000","Focant","Focant","Focant","01/01/1970","31/12/1976"
"4","91050","91000","Foy-Notre-Dame","Foy-Notre-Dame","Foy-Notre-Dame","01/01/1970","31/12/1976"
"4","91051","91000","Froidfontaine","Froidfontaine","Froidfontaine","01/01/1970","31/12/1976"
"4","91052","91000","Fronville","Fronville","Fronville","01/01/1970","31/12/1976"
"4","91053","91000","Furfooz","Furfooz","Furfooz","01/01/1970","31/12/1976"
"4","91054","91000","Gedinne","Gedinne","Gedinne","01/01/1970","31/12/9999"
"4","91055","91000","Gerin","Gerin","Gerin","01/01/1970","31/12/1976"
"4","91056","91000","Godinne","Godinne","Godinne","01/01/1970","31/12/1976"
"4","91057","91000","Graide","Graide","Graide","01/01/1970","31/12/1976"
"4","91059","91000","Hamois","Hamois","Hamois","01/01/1970","31/12/9999"
"4","91060","91000","Han-sur-Lesse","Han-sur-Lesse","Han-sur-Lesse","01/01/1970","31/12/1976"
"4","91061","91000","Hastière-Lavaux","Hastière-Lavaux","Hastière-Lavaux","01/01/1970","31/12/1976"
"4","91062","91000","Hastière-par-delà","Hastière-par-delà","Hastière-par-delà","01/01/1970","31/12/1976"
"4","91064","91000","Havelange","Havelange","Havelange","01/01/1970","31/12/9999"
"4","91065","91000","Heer","Heer","Heer","01/01/1970","31/12/1976"
"4","91066","91000","Heure","Heure","Heure","01/01/1970","31/12/1976"
"4","91067","91000","Hogne","Hogne","Hogne","01/01/1970","31/12/1976"
"4","91068","91000","Honnay","Honnay","Honnay","01/01/1970","31/12/1976"
"4","91069","91000","Houdremont","Houdremont","Houdremont","01/01/1970","31/12/1976"
"4","91070","91000","Hour","Hour","Hour","01/01/1970","31/12/1976"
"4","91072","91000","Houyet","Houyet","Houyet","01/01/1970","31/12/9999"
"4","91073","91000","Hulsonniaux","Hulsonniaux","Hulsonniaux","01/01/1970","31/12/1976"
"4","91074","91000","Javingue","Javingue","Javingue","01/01/1970","31/12/1976"
"4","91075","91000","Jemelle","Jemelle","Jemelle","01/01/1970","31/12/1976"
"4","91076","91000","Jeneffe (Dinant)","Jeneffe (Dinant)","Jeneffe (Dinant)","01/01/1970","31/12/1976"
"4","91078","91000","Lavaux-Sainte-Anne","Lavaux-Sainte-Anne","Lavaux-Sainte-Anne","01/01/1970","31/12/1976"
"4","91079","91000","Leignon","Leignon","Leignon","01/01/1970","31/12/1976"
"4","91080","91000","Lessive","Lessive","Lessive","01/01/1970","31/12/1976"
"4","91081","91000","Lisogne","Lisogne","Lisogne","01/01/1970","31/12/1976"
"4","91082","91000","Louette-Saint-Denis","Louette-Saint-Denis","Louette-Saint-Denis","01/01/1970","31/12/1976"
"4","91083","91000","Louette-Saint-Pierre","Louette-Saint-Pierre","Louette-Saint-Pierre","01/01/1970","31/12/1976"
"4","91084","91000","Maffe","Maffe","Maffe","01/01/1970","31/12/1976"
"4","91085","91000","Malvoisin","Malvoisin","Malvoisin","01/01/1970","31/12/1976"
"4","91086","91000","Martouzin-Neuville","Martouzin-Neuville","Martouzin-Neuville","01/01/1970","31/12/1976"
"4","91087","91000","Méan","Méan","Méan","01/01/1970","31/12/1976"
"4","91089","91000","Mesnil-Eglise","Mesnil-Eglise","Mesnil-Eglise","01/01/1970","31/12/1976"
"4","91090","91000","Mesnil-Saint-Blaise","Mesnil-Saint-Blaise","Mesnil-Saint-Blaise","01/01/1970","31/12/1976"
"4","91091","91000","Miécret","Miécret","Miécret","01/01/1970","31/12/1976"
"4","91092","91000","Mohiville","Mohiville","Mohiville","01/01/1970","31/12/1976"
"4","91093","91000","Monceau-en-Ardenne","Monceau-en-Ardenne","Monceau-en-Ardenne","01/01/1970","31/12/1976"
"4","91095","91000","Mont-Gauthier","Mont-Gauthier","Mont-Gauthier","01/01/1970","31/12/1976"
"4","91097","91000","Nafraiture","Nafraiture","Nafraiture","01/01/1970","31/12/1976"
"4","91098","91000","Naomé","Naomé","Naomé","01/01/1970","31/12/1976"
"4","91099","91000","Natoye","Natoye","Natoye","01/01/1970","31/12/1976"
"4","91100","91000","Nettinne","Nettinne","Nettinne","01/01/1970","31/12/1976"
